"Freq.2432.39025464168","Freq.2570.83388142992","Freq.2662.82890297072","Freq.2792.88516815951","Freq.2955.14703521305","Freq.3046.59101287828","Freq.3142.44228825089","Freq.3161.12295451617","Freq.3194.17789030364","Freq.3218.80423111111","Freq.3265.37303603661","Freq.3317.83819208035","Freq.3373.38810401806","Freq.3825.73172264663","Freq.3900.11582509389","Freq.4073.3156717722","Freq.4302.87808861727","Freq.4384.63945656182","Freq.4404.76684103182","Freq.4459.17716377973","Freq.4567.94618651997","Freq.4691.00342354027","Freq.4712.18372815933","Freq.5853.57897003433","Freq.5905.64372826057","Freq.6433.23608468897","Freq.6631.47593449765","Freq.6958.84786359667","Freq.7469.8637591258","Freq.7668.33882272947","Freq.8205.1404040086","Freq.8602.408003098","Freq.8682.73974915485","Freq.8766.07321277154","Freq.8811.15198372997","Group"
0.000322495563937111,0.000321109907537208,0.000923582096440382,0.00141355119905331,0.000173264200130901,0.0002421975519141,0.00035382726344048,0.000175853305726468,0.000344796465756681,0.000549591001893303,0.000454530847939746,0.00149232301698037,0.000147090088385471,0.000323287640417271,0.000843782042642388,0.000408104410086026,0.000392864464147539,8.21191646557201e-05,0.000171593448618399,0.000687903801957454,0.00163700302011953,0.000458920351401155,0.00149338837441002,0.00191520710854294,0.000236785810954651,0.00113761754556085,0.00283631789932878,0.000150782307367147,0.000144354755834852,0.000132776943887674,0.00055601334814856,0.000281599022183921,0.000147061580683465,0.000100499736660884,0.000198962834797733,"HighRisk"
0.000490213135769059,0.000743481818859732,0.000849990235701824,0.00019344115194341,0.000138400837409776,0.00025044613795882,0.000373525549441239,0.000214484581768114,7.82841711395118e-05,0.000590250290544358,0.000156862267829559,0.00158257298480804,0.000304221850911088,0.000183904062540786,0.000331932448837001,0.000409330050526973,0.000307475522282611,0.000145564682645031,0.000269504843065374,0.000530410595506206,0.00148855818153322,0.000506807830781918,0.00151991983556201,0.000671769298632711,0.000289845186319917,0.00161850576272222,0.00323024659643917,4.08812695019558e-05,0.000176904137006878,0.000209870805407089,0.000323640375019047,0.000236647738600356,0.000155015822868971,0.000194801932314631,3.78143105007376e-05,"HighRisk"
0.000227311117473867,0.000136796840128595,0.000484839410598434,5.39072812949839e-05,0.000691759468389902,0.00030935077449902,0.000558495161854142,0.000134867336839831,0.00037314301083822,0.000722103342197174,0.000506915178540361,0.0020193966785588,0.000101577769323144,0.000109111002549039,0.000157090363125699,0.000152092674996501,0.00124196139231152,0.000335685085787736,0.000397641251369589,0.000925981705526804,0.00186556167316956,0.000586508513714479,0.00185827373711091,8.74868545377443e-05,0.00131564581978545,0.00137383710441719,0.00293780952195546,3.03429410515017e-05,0.000184136031544641,0.000271891325639755,0.000192046535600638,0.000739177185422537,0.000241232189787094,0.000300862177118232,0.000439961343239333,"HighRisk"
0.000134662232412802,0.000197434995284294,0.000343665059872138,0.000171716858938197,0.000353255464489271,0.000289611919923609,0.000356155844530409,0.000135882773558945,0.000668754602835048,0.000443596538021143,0.000746052128816943,0.000934229432973314,0.000134233462331,0.000167477833265139,0.000228479307637284,0.000344215026117306,0.000630285398728337,0.000407587951257495,0.000278167452198741,0.000741123518374815,0.00138338458767575,0.000308480136569354,0.00136804128510831,4.53262389206734e-05,0.000877525083415132,0.00105221981369339,0.00188681162134737,0.000124589862187683,0.000335647155789459,0.000103099544029781,0.00024798442907917,0.000415748535731138,0.000130260409338043,0.000530384199617214,9.03390613218799e-05,"HighRisk"
0.000312577143441723,0.0003148490228096,0.000426576587662211,0.00179577941506292,0.000167866606649033,0.000333327977127474,0.00031839332928799,0.00018415581347031,0.000274171410004224,0.000530555647213552,0.000249958485961563,0.00134742491156397,0.000243132616162085,0.000180931733573726,0.000363417179736344,0.000595429614204832,0.000571183212082739,6.65420721471953e-05,0.000208212442494758,0.000359424418057833,0.00142898663715476,0.000333996590830202,0.00135508137053927,0.000438137201237864,0.000106860960307499,0.000798886474188377,0.00184219749530454,3.22841080676304e-05,0.000182863772414936,0.000192645773724419,6.64015068876123e-05,0.000327217305112686,0.000125999419716731,0.000109244445950461,0.000340161426860633,"HighRisk"
0.000471868955989706,0.000255344471176345,0.000762394573097523,0.00168081814232055,0.000201977275530584,0.000203422005296009,0.000265493330413251,0.000117687090188458,0.000277319848229889,0.00031054935883948,0.000319955566416143,0.000914675233596736,0.000240970981631496,0.000342883364845718,0.000793497817019606,0.000511984169153338,0.000245983604992018,7.20938921319841e-05,0.000141211496429218,0.000537196744953242,0.00144787239920658,0.000422034533366051,0.00135214086573171,0.00160001104282942,3.86118913505251e-05,0.000644287851151642,0.00189647347972534,6.40400242252436e-05,0.000135168668682961,0.00010914894757954,0.000173171607347086,0.000189147625531716,0.000153178470557895,0.000132751166677585,0.000210329943617815,"HighRisk"
0.000524724342171664,0.000377275572916413,0.000363032150149608,0.000795132798492715,0.000140518981814144,0.000268336468171294,0.000304839298052609,0.00011614312713164,0.000207798931344153,0.00111583144546253,0.000272725253335361,0.00184222155178106,8.50570302677756e-05,0.000497453434305885,0.00121156716461204,0.000428017331200355,0.000295473404814978,0.000135054175904875,0.000315512969969008,0.000246360047865148,0.000678891579322286,0.000216004248709599,0.000831693569905112,0.00209041694777438,9.83643022603964e-05,0.00155411709569371,0.00221134375585476,0.000105880073959447,9.87283910894845e-05,4.70844477766726e-05,0.000111404412557976,0.000120663273129884,0.000238625695814978,0.000106580862672896,0.000391700021505813,"HighRisk"
0.000384177942508216,0.000436035683456993,0.00104093398900543,0.00123595876877382,0.000153007134227913,0.000117197869631398,0.000131818840109916,0.000165977236070686,0.000174036309365084,0.000152668014113804,0.000244686461874718,0.000196179647936418,0.000179387281684562,0.000108412663246639,0.000255194907592438,0.000176326376200354,7.90221448061111e-05,0.000134242593602936,0.000199502292579037,0.000127688616952368,0.000231260344030557,0.00011894202234726,0.00021785804573941,0.000820227025558755,0.000306905424435955,0.000363709862799367,0.000740611874617536,0.000202099455728043,0.000122736262441511,0.000152972159713395,7.41002750898564e-05,0.000298186342648372,0.000133843001340089,0.000142989021218896,7.41886995640559e-05,"HighRisk"
0.000889504109586294,0.0015600096291262,0.000197135385434079,0.000593223006909585,0.000518435210004052,0.000195662484015402,0.000253376598109251,0.000221712842511092,0.000106305985198468,0.000235069544654953,0.000105660215857763,0.000784524755093693,0.000206139354653988,0.000308023164926917,0.000133277669390148,0.000154034378853526,0.000156587431896426,0.000495449207181074,0.000238630375845066,0.00018638200341593,0.00148051554094441,0.000399896370983972,0.00172867826983126,3.86345602925427e-05,8.21711634169351e-05,0.000701624734354386,0.00217928992661424,0.00024868674764813,0.000264916323185165,0.00023250499195782,8.31567679046639e-05,9.21289359444913e-05,0.000132902253212786,0.00102042090341445,0.000221904103497961,"HighRisk"
0.000578159339536363,0.000823618722291509,0.000729416486581138,0.00195944310422385,0.000428417166582286,0.000188161845795044,0.000268125325931089,0.00011858598786089,0.000267047622164606,0.000439124201622639,0.000327393276641744,0.00190882541890869,0.000130500704961645,0.000373715082358237,0.000282505142324372,0.000388261043625469,0.000864264013787528,0.000133470733702909,0.000218478176148066,0.000366177832721846,0.000881228970862979,0.000226478768080097,0.000847946767177807,0.000547772200384135,0.000383913086813743,0.000899598930695185,0.00317084854062809,0.000137888554452368,0.000131500459401489,0.000127671475690208,9.22866734683389e-05,0.000536715596246496,0.000184026371335913,0.000250045878426421,0.000327754075137429,"HighRisk"
